t_s,TimeUS,mode,armed,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14
33.597,559961935,19,1,1500,1421,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
33.636,560001529,19,1,1500,1386,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
33.676,560041761,19,1,1500,1370,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
33.716,560081529,19,1,1500,1361,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
33.756,560121451,19,1,1500,1356,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
33.797,560161849,19,1,1500,1353,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
33.837,560201818,19,1,1500,1353,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
33.876,560241483,19,1,1500,1343,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
33.916,560281511,19,1,1500,1336,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
33.956,560321466,19,1,1500,1335,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
33.996,560361571,19,1,1500,1333,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
34.036,560401476,19,1,1500,1310,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
34.076,560441658,19,1,1500,1293,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
34.116,560481443,19,1,1500,1293,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
34.156,560521448,19,1,1500,1293,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
34.196,560561583,19,1,1500,1290,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
34.236,560601492,19,1,1500,1290,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
34.276,560641468,19,1,1500,1283,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
34.317,560681919,19,1,1500,1275,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
34.357,560722521,19,1,1500,1275,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
34.396,560761782,19,1,1500,1283,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
34.436,560801624,19,1,1500,1281,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
34.476,560841610,19,1,1500,1280,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
34.516,560881409,19,1,1500,1278,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
34.556,560921425,19,1,1500,1270,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
34.596,560961574,19,1,1500,1273,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
34.636,561001408,19,1,1500,1280,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
34.676,561041412,19,1,1500,1286,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
34.716,561081425,19,1,1500,1288,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
34.757,561122521,19,1,1500,1301,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
34.797,561161965,19,1,1500,1316,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
34.837,561201851,19,1,1500,1338,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
34.876,561241584,19,1,1500,1368,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
34.916,561281616,19,1,1500,1393,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
34.956,561321361,19,1,1500,1409,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
34.996,561361507,19,1,1500,1426,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
35.037,561402493,19,1,1500,1458,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
35.076,561441607,19,1,1500,1474,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
35.116,561481597,19,1,1500,1481,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
35.156,561521664,19,1,1500,1490,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
35.197,561561952,19,1,1500,1496,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
35.236,561601609,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
35.276,561641367,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
35.316,561681541,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
35.356,561721602,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
35.396,561761669,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
35.437,561801825,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
35.476,561841341,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
35.516,561881344,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
35.556,561921269,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
35.596,561961478,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
35.636,562001236,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
35.676,562041677,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
35.716,562081327,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
35.756,562121306,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
35.796,562161383,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
35.837,562202412,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
35.876,562241670,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
35.916,562281545,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
35.956,562321571,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
35.996,562361615,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
36.037,562402369,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
36.076,562441270,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
36.116,562481300,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
36.156,562521239,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
36.196,562561426,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
36.236,562601216,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
36.276,562641271,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
36.316,562681309,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
36.357,562722321,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
36.397,562761807,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
36.436,562801511,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
36.476,562841468,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
36.516,562881493,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
36.556,562921222,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
36.596,562961614,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
36.637,563002283,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
36.676,563041506,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
36.716,563081233,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
36.756,563121177,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
36.796,563161311,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
36.836,563201197,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
36.876,563241194,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
36.916,563281206,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
36.957,563322324,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
36.996,563361447,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
37.036,563401345,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
37.076,563441388,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
37.116,563481416,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
37.156,563521472,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
37.196,563561552,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
37.236,563601478,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
37.276,563641585,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
37.316,563681391,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
37.356,563721411,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
37.396,563761305,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
37.437,563802269,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
37.476,563841355,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
37.516,563881146,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
37.556,563921425,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
37.596,563961288,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
37.636,564001101,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
37.676,564041184,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
37.716,564081344,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
37.756,564121093,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
37.796,564161210,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
37.836,564201097,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
37.876,564240997,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
37.916,564281120,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
37.956,564321358,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
37.996,564361377,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
38.036,564401505,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
38.076,564441313,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
38.116,564481327,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
38.156,564521061,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
38.196,564561199,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
38.236,564601013,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
38.276,564641313,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
38.316,564681475,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
38.356,564721376,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
38.396,564761185,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
38.436,564801010,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
38.476,564841283,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
38.516,564881130,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
38.556,564921020,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
38.596,564961192,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
38.636,565000998,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
38.676,565041089,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
38.716,565081031,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
38.756,565121018,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
38.796,565161109,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
38.836,565201273,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
38.876,565241577,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
38.916,565281194,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
38.957,565322473,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
38.996,565361341,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
39.036,565400964,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
39.076,565440975,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
39.116,565480996,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
39.156,565521261,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
39.196,565561321,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
39.236,565600948,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
39.276,565640955,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
39.316,565681142,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
39.357,565722049,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
39.396,565761229,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
39.436,565801419,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
39.476,565840912,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
39.516,565880910,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
39.556,565920847,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
39.596,565961297,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
39.636,566001088,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
39.676,566040915,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
39.716,566080914,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
39.756,566120901,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
39.796,566161206,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
39.836,566201172,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
39.876,566241082,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
39.916,566280800,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
39.956,566320875,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
39.996,566361236,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
40.036,566401094,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
40.076,566441310,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
40.116,566481304,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
40.157,566521954,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
40.196,566560988,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
40.236,566600850,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
40.276,566640865,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
40.316,566680890,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
40.356,566721467,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
40.396,566760900,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
40.436,566800836,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
40.475,566840765,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
40.516,566880840,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
40.556,566921081,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
40.596,566961172,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
40.636,567001013,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
40.676,567040873,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
40.716,567080810,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
40.756,567120822,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
40.796,567161179,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
40.836,567200803,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
40.875,567240767,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
40.915,567280781,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
40.956,567320812,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
40.996,567360864,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
41.035,567400760,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
41.076,567440949,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
41.115,567480666,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
41.155,567520740,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
41.196,567560999,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
41.235,567600752,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
41.275,567640784,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
41.316,567681220,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
41.356,567721010,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
41.396,567761364,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
41.436,567801271,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
41.476,567840970,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
41.516,567880990,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
41.555,567920685,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
41.596,567960895,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
41.635,568000720,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
41.676,568041051,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
41.716,568080901,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
41.756,568120963,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
41.795,568160787,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
41.835,568200591,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
41.875,568240647,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
41.915,568280657,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
41.955,568320699,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
41.996,568361038,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
42.035,568400658,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
42.075,568440642,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
42.116,568481136,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
42.157,568521917,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
42.196,568561121,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
42.236,568600864,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
42.276,568640842,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
42.315,568680559,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
42.355,568720627,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
42.396,568760838,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
42.436,568801746,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
42.475,568840636,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
42.515,568880685,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
42.555,568920586,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
42.595,568960748,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
42.635,569000604,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
42.676,569040828,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
42.716,569080800,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
42.755,569120579,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
42.795,569160713,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
42.835,569200592,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
42.875,569240768,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
42.916,569280800,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
42.956,569320842,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
42.995,569360731,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
43.036,569400867,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
43.076,569440815,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
43.116,569480793,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
43.156,569520855,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
43.195,569560704,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
43.236,569601666,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
43.275,569640454,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
43.315,569680521,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
43.355,569720518,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
43.395,569760633,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
43.436,569801628,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
43.475,569840756,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
43.515,569880720,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
43.555,569920534,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
43.595,569960723,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
43.635,570000772,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
43.676,570040974,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
43.715,570080501,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
43.755,570120501,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
43.796,570160854,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
43.835,570200669,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
43.876,570240883,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
43.915,570280672,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
43.955,570320786,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
43.995,570360585,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
44.036,570401561,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
44.075,570440706,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
44.115,570480729,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
44.156,570520833,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
44.196,570561024,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
44.235,570600408,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
44.275,570640613,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
44.315,570680467,19,1,1500,1500,1451,1500,2000,2000,1500,1500,999,999,2000,2000,880,880
44.355,570720430,19,1,1500,1500,1451,1505,2000,2000,1500,1500,999,999,2000,2000,880,880
44.395,570760581,19,1,1500,1500,1451,1518,2000,2000,1500,1500,999,999,2000,2000,880,880
44.435,570800411,19,1,1500,1500,1451,1532,2000,2000,1500,1500,999,999,2000,2000,880,880
44.475,570840610,19,1,1500,1500,1451,1540,2000,2000,1500,1500,999,999,2000,2000,880,880
44.515,570880618,19,1,1500,1500,1444,1555,2000,2000,1500,1500,999,999,2000,2000,880,880
44.556,570921513,19,1,1500,1500,1444,1557,2000,2000,1500,1500,999,999,2000,2000,880,880
44.596,570960840,19,1,1500,1500,1443,1571,2000,2000,1500,1500,999,999,2000,2000,880,880
44.635,571000349,19,1,1500,1500,1441,1585,2000,2000,1500,1500,999,999,2000,2000,880,880
44.676,571041162,19,1,1500,1500,1439,1592,2000,2000,1500,1500,999,999,2000,2000,880,880
